ec5_uuid,ec5_parent_uuid,created_at,uploaded_at,title,Quarter,Distance_SamplePoint,Tree_Sp,Tag,lat_GPS_Location_tree,long_GPS_Location_tree,accuracy_GPS_Location_tree,UTM_Northing_GPS_Location_tree,UTM_Easting_GPS_Location_tree,UTM_Zone_GPS_Location_tree,Picture_ID
39ae1540-a459-11f0-ae98-7f600dcee17d,84f1c311-48da-44f5-a9a3-30e4680e9ed4,2025-10-08T15:12:37.000Z,2025-10-08T15:13:12.000Z,QI,QI,4.66,"Crataegus monogyna (Hawthorn)",,51.40803,-0.64518,4,5697832,663773,30U,
c0081d80-a458-11f0-b330-e1f6db5c69eb,12a74366-c06d-4c33-8c84-1c904754b0fc,2025-10-08T15:09:13.000Z,2025-10-08T15:20:23.000Z,QIV,QIV,4.69,"Acer pseudoplatanus (Sycamore)",,51.40806,-0.64504,4,5697835,663782,30U,
b0b032a0-a458-11f0-b330-e1f6db5c69eb,12a74366-c06d-4c33-8c84-1c904754b0fc,2025-10-08T15:08:47.000Z,2025-10-08T15:09:12.000Z,QII,QII,1.34,"Quercus robur (Pedunculated Oak)",1230,51.40807,-0.645,4,5697836,663785,30U,
9b792310-a458-11f0-b330-e1f6db5c69eb,12a74366-c06d-4c33-8c84-1c904754b0fc,2025-10-08T15:08:12.000Z,2025-10-08T15:08:46.000Z,QI,QI,8.84,"Quercus robur (Pedunculated Oak)",1231,51.40811,-0.645,4,5697841,663785,30U,
171fc240-a458-11f0-a870-212a4c6754cf,9a83eb6f-b457-4601-8321-825c0ceca35c,2025-10-08T15:04:30.000Z,2025-10-08T15:06:21.000Z,QIV,QIV,7.5,"Quercus robur (Pedunculated Oak)",1226,51.40806,-0.64489,4,5697836,663793,30U,
c40be7f0-a457-11f0-a870-212a4c6754cf,9a83eb6f-b457-4601-8321-825c0ceca35c,2025-10-08T15:02:10.000Z,2025-10-08T15:04:28.000Z,QIII,QIII,15.46,"Quercus robur (Pedunculated Oak)",1227,51.408,-0.64488,4,5697829,663794,30U,
37ac8ad0-a457-11f0-8362-f9ada18b00d2,0a1ab4bd-d548-4a69-9f92-7ed007a1db55,2025-10-08T14:58:15.000Z,2025-10-08T14:59:17.000Z,QIV,QIV,4.3,"Quercus robur (Pedunculated Oak)",1224,51.40804,-0.64475,4,5697834,663802,30U,
f315cbc0-a456-11f0-8362-f9ada18b00d2,0a1ab4bd-d548-4a69-9f92-7ed007a1db55,2025-10-08T14:56:20.000Z,2025-10-08T14:58:14.000Z,QIII,QIII,10.9,Conifer,,51.40794,-0.64463,4,5697823,663811,30U,
cfe59e00-a456-11f0-8362-f9ada18b00d2,0a1ab4bd-d548-4a69-9f92-7ed007a1db55,2025-10-08T14:55:21.000Z,2025-10-08T14:56:17.000Z,QII,QII,1.3,,,51.40806,-0.64465,4,5697836,663809,30U,
5ad26a40-a455-11f0-9bac-a50de5b7239f,0a1ab4bd-d548-4a69-9f92-7ed007a1db55,2025-10-08T14:44:55.000Z,2025-10-08T14:46:06.000Z,QI,QI,18,"Quercus robur (Pedunculated Oak)",1225,51.4081,-0.64485,4,5697840,663795,30U,
b61b8e72-5a78-49e2-a43d-71531ed4be09,4da13930-c886-4b06-9a2f-c0d7b4e893ca,2025-10-08T13:41:57.000Z,2025-10-08T13:43:38.000Z,QIV,QIV,1,"Quercus robur (Pedunculated Oak)",4559,,,,,,,
44a3bdbf-151c-43cd-af4e-963b51dc90fa,4da13930-c886-4b06-9a2f-c0d7b4e893ca,2025-10-08T13:39:04.000Z,2025-10-08T13:43:34.000Z,QIII,QIII,4,"Quercus robur (Pedunculated Oak)",,,,,,,,
1be873c7-98a9-4b44-b614-2413066aa1da,4da13930-c886-4b06-9a2f-c0d7b4e893ca,2025-10-08T13:35:20.000Z,2025-10-08T13:43:30.000Z,QII,QII,2.5,"Quercus robur (Pedunculated Oak)",,,,,,,,
9850ab9c-d35c-445b-a043-3eb984917dba,4da13930-c886-4b06-9a2f-c0d7b4e893ca,2025-10-08T13:34:11.000Z,2025-10-08T13:43:26.000Z,QI,QI,5,"Acer sp. (Maple)",,,,,,,,
4908cfe7-658e-4a61-b6f9-7e098bd86413,4f59c016-ed9c-4c10-9cae-8278b0b943c9,2025-10-08T13:25:37.000Z,2025-10-08T13:27:18.000Z,QIV,QIV,3.8,"Acer sp. (Maple)",,,,,,,,
a2cd33dd-95f9-4b7e-b6b5-4edb8d8621c8,9c9434f2-81a6-4707-bf41-5e4a09d7ed1b,2025-10-06T15:39:24.000Z,2025-10-06T16:43:27.000Z,QIV,QIV,5.4,"Acer pseudoplatanus (Sycamore)",,51.410978,-0.651412,6,5698145,663329,30U,
223b88b0-7cf5-4881-8bc8-be4ad5f08aa2,9c9434f2-81a6-4707-bf41-5e4a09d7ed1b,2025-10-06T15:36:10.000Z,2025-10-06T16:43:23.000Z,QIII,QIII,340,"Quercus robur (Pedunculated Oak)",2776,51.410973,-0.651381,6,5698145,663331,30U,
2ae9ce40-a0b2-4ac7-812e-dc06baeaf237,9c9434f2-81a6-4707-bf41-5e4a09d7ed1b,2025-10-06T15:33:08.000Z,2025-10-06T16:43:20.000Z,QII,QII,90,"Quercus robur (Pedunculated Oak)",2775,51.411015,-0.651412,4,5698150,663329,30U,
7aea2e4d-6430-4d40-9a29-20a01ddffdba,9c9434f2-81a6-4707-bf41-5e4a09d7ed1b,2025-10-06T15:31:15.000Z,2025-10-06T16:43:17.000Z,QI,QI,13.6,"Quercus robur (Pedunculated Oak)",,51.410966,-0.65142,5,5698144,663328,30U,
d2adcd51-936c-4610-8474-afd380815c1e,a16cbf49-9537-4e30-99b8-49d6e7cb9586,2025-10-06T15:26:58.000Z,2025-10-06T16:43:11.000Z,QIV,QIV,7.8,"Acer pseudoplatanus (Sycamore)",,51.410912,-0.651492,16,5698138,663323,30U,
fdf12e66-5c1c-4db1-8cc4-eb0f5c92db59,a16cbf49-9537-4e30-99b8-49d6e7cb9586,2025-10-06T15:21:23.000Z,2025-10-06T16:43:04.000Z,QIII,QIII,8.6,"Alnus sp (Alder)",,51.410947,-0.651442,6,5698142,663327,30U,
39cca06d-3981-4194-95e5-6244ab4347af,a16cbf49-9537-4e30-99b8-49d6e7cb9586,2025-10-06T15:18:51.000Z,2025-10-06T16:43:00.000Z,QII,QII,12,"Quercus robur (Pedunculated Oak)",671,51.411061,-0.65153,11,5698154,663320,30U,
fa253af5-7b9c-47af-aabf-63d0af840924,a16cbf49-9537-4e30-99b8-49d6e7cb9586,2025-10-06T15:16:14.000Z,2025-10-06T16:42:56.000Z,QI,QI,11.5,"Quercus robur (Pedunculated Oak)",,51.411003,-0.651641,13,5698148,663313,30U,
ec7787d3-134b-436f-9d2d-e438fcfc55f5,d6534418-7cf7-4fce-9a00-39dbb1883609,2025-10-06T15:09:10.000Z,2025-10-06T16:42:49.000Z,QIV,QIV,3.9,"Quercus robur (Pedunculated Oak)",,51.410872,-0.651718,10,5698133,663308,30U,
3f6faad2-1eee-432a-a312-5f102110bc87,d6534418-7cf7-4fce-9a00-39dbb1883609,2025-10-06T15:07:26.000Z,2025-10-06T16:42:46.000Z,QIII,QIII,4,"Acer pseudoplatanus (Sycamore)",,51.410918,-0.651664,8,5698138,663311,30U,
79746716-a072-4ef7-86b8-a8a6a49302ed,d6534418-7cf7-4fce-9a00-39dbb1883609,2025-10-06T15:05:17.000Z,2025-10-06T16:42:43.000Z,QII,QII,4.6,,665,51.411005,-0.65173,14,5698148,663307,30U,
baf57346-c3bf-4d9a-90b2-622a37f6f511,d6534418-7cf7-4fce-9a00-39dbb1883609,2025-10-06T15:03:17.000Z,2025-10-06T16:42:39.000Z,QI,QI,7.9,"Acer pseudoplatanus (Sycamore)",,51.41093,-0.651641,4,5698140,663313,30U,
d415b830-80f1-4362-bcf0-b46700aa3d99,b53ea374-e2ec-4b72-9867-adba476d8d0f,2025-10-06T14:57:13.000Z,2025-10-06T16:42:34.000Z,QIV,QIV,5.2,"Quercus robur (Pedunculated Oak)",,51.41083,-0.65202,5,5698128,663287,30U,
1fc02437-96a6-4a3e-af4b-9543b9ca7598,b53ea374-e2ec-4b72-9867-adba476d8d0f,2025-10-06T14:54:45.000Z,2025-10-06T16:42:31.000Z,QIII,QIII,3.6,"Quercus robur (Pedunculated Oak)",,51.410866,-0.652016,6,5698132,663287,30U,
b566bb26-e351-4eb0-af73-6c90fee616de,b53ea374-e2ec-4b72-9867-adba476d8d0f,2025-10-06T14:53:21.000Z,2025-10-06T16:42:27.000Z,QII,QII,5.8,"Acer pseudoplatanus (Sycamore)",,51.410869,-0.652034,12,5698132,663286,30U,
80c183eb-e866-48d6-a66d-eac95f94dd8b,b53ea374-e2ec-4b72-9867-adba476d8d0f,2025-10-06T14:50:51.000Z,2025-10-06T16:42:24.000Z,QI,QI,2,"Acer pseudoplatanus (Sycamore)",,51.410869,-0.652034,12,5698132,663286,30U,
8b452312-291f-4c23-b0fc-077b9bafcfbf,c97c24fb-d5e6-443f-9e34-3cf8bb4f2c2b,2025-10-06T14:46:46.000Z,2025-10-06T16:42:19.000Z,QIV,QIV,6,"Betula pendula (Silver Birch)",,51.410869,-0.652157,11,5698132,663277,30U,
75cf3f9f-35be-4eba-aef1-9fc1118845f9,c97c24fb-d5e6-443f-9e34-3cf8bb4f2c2b,2025-10-06T14:44:24.000Z,2025-10-06T16:42:15.000Z,QIII,QIII,3.1,"Acer pseudoplatanus (Sycamore)",,51.410836,-0.652171,6,5698128,663276,30U,
042f3ad8-622b-43d6-abb8-013700aadd9b,c97c24fb-d5e6-443f-9e34-3cf8bb4f2c2b,2025-10-06T14:41:18.000Z,2025-10-06T16:42:12.000Z,QII,QII,4.8,"Acer pseudoplatanus (Sycamore)",,51.410888,-0.652198,12,5698134,663274,30U,
270727f7-9bf5-40b1-ae45-5689e1e08454,c97c24fb-d5e6-443f-9e34-3cf8bb4f2c2b,2025-10-06T14:39:21.000Z,2025-10-06T16:42:09.000Z,QI,QI,2.4,"Acer pseudoplatanus (Sycamore)",,51.410862,-0.652135,13,5698131,663279,30U,
ca804355-c7d1-4c51-9b47-f7a5f0ddf0df,cf4dc22b-15fa-4dd7-8d71-f76491b1ed10,2025-10-06T14:12:47.000Z,2025-10-06T16:42:01.000Z,QIV,QIV,3,"Salix sp. (Willow)",,51.412039,-0.650734,18,5698265,663372,30U,
2e0b0399-0103-4308-98a9-c7ae09a47e44,cf4dc22b-15fa-4dd7-8d71-f76491b1ed10,2025-10-06T14:06:56.000Z,2025-10-06T16:41:53.000Z,QIII,QIII,8.5,"Alnus sp (Alder)",,51.411977,-0.650618,9,5698258,663380,30U,
b334e3ca-9927-44f1-8f98-8d628127ef1a,cf4dc22b-15fa-4dd7-8d71-f76491b1ed10,2025-10-06T13:59:33.000Z,2025-10-06T16:41:49.000Z,QII,QII,8,"Alnus sp (Alder)",,51.412058,-0.650617,13,5698267,663380,30U,
d9e8a647-5708-4310-ba16-7fbb876ccaca,cf4dc22b-15fa-4dd7-8d71-f76491b1ed10,2025-10-06T13:54:40.000Z,2025-10-06T16:41:39.000Z,QI,QI,9.6,"Alnus sp (Alder)",,51.411999,-0.650722,6,5698261,663373,30U,
1367c199-6cf6-4c73-b94b-22d2fc7a9e68,ba15e54d-6020-45b7-af31-8ed5c9e11ccb,2025-10-06T13:45:51.000Z,2025-10-06T16:41:34.000Z,QIV,QIV,4.8,"Acer pseudoplatanus (Sycamore)",,51.41193,-0.65073,6,5698253,663373,30U,
e8ae5562-bfce-42fe-b526-1c3c9e01c539,763bedce-49aa-4bf2-9886-692a0abbc6da,2025-10-06T16:01:35.000Z,2025-10-06T16:41:30.000Z,QIV,QIV,9.27,"Alnus sp (Alder)",,51.411955,-0.650604,9,5698256,663381,30U,
69a7a6b2-92cc-4f38-8c19-931a032e0707,ba15e54d-6020-45b7-af31-8ed5c9e11ccb,2025-10-06T13:41:54.000Z,2025-10-06T16:41:30.000Z,QIII,QIII,2,"Acer pseudoplatanus (Sycamore)",,51.4119,-0.650487,7,5698250,663390,30U,
f81770c5-d7fd-4ddb-80f1-a6babe2dea8c,763bedce-49aa-4bf2-9886-692a0abbc6da,2025-10-06T15:57:06.000Z,2025-10-06T16:41:26.000Z,QIII,QIII,6,"Acer sp. (Maple)",,51.412001,-0.650492,5,5698261,663389,30U,
5164b73c-db26-441a-8b68-13a206480391,763bedce-49aa-4bf2-9886-692a0abbc6da,2025-10-06T15:53:40.000Z,2025-10-06T16:41:22.000Z,QII,QII,6.58,"Alnus sp (Alder)",,51.412091,-0.650491,9,5698271,663389,30U,
657a6ad4-216f-4eaf-9cc5-6b80bc3020fd,763bedce-49aa-4bf2-9886-692a0abbc6da,2025-10-06T15:49:54.000Z,2025-10-06T16:41:18.000Z,QI,QI,7.1,"Alnus sp (Alder)",,51.412104,-0.650602,7,5698272,663381,30U,
ba2a8b88-499e-421f-93c4-2f67d10c836d,ba15e54d-6020-45b7-af31-8ed5c9e11ccb,2025-10-06T13:39:12.000Z,2025-10-06T16:41:17.000Z,QII,QII,9,"Quercus robur (Pedunculated Oak)",,51.411905,-0.650629,5,5698250,663380,30U,
c6c067c3-b7b9-4409-8fde-c79c0c3bce98,ba15e54d-6020-45b7-af31-8ed5c9e11ccb,2025-10-06T13:35:32.000Z,2025-10-06T16:41:13.000Z,QI,QI,4.7,"Quercus robur (Pedunculated Oak)",,51.411909,-0.650703,13,5698251,663375,30U,
88044ac8-82bd-4144-801d-daeb616015fa,c4a07ce0-b096-4d88-be6a-6389a7fcb2a4,2025-10-06T15:43:05.000Z,2025-10-06T16:41:12.000Z,QIV,QIV,7.5,"Salix sp. (Willow)",,51.412108,-0.650323,5,5698274,663400,30U,
0c0f1287-8325-461f-b1d7-63920bedc1c7,7b8f1c33-c48a-45a9-b8a0-a32b9274729d,2025-10-06T13:30:15.000Z,2025-10-06T16:41:08.000Z,QIV,QIV,1.8,"Quercus robur (Pedunculated Oak)",2670,51.411773,-0.650602,5,5698236,663382,30U,
e089f3db-55c7-4ed4-9421-1f2030d273b1,c4a07ce0-b096-4d88-be6a-6389a7fcb2a4,2025-10-06T15:38:37.000Z,2025-10-06T16:41:07.000Z,QIII,QIII,11.4,"Salix sp. (Willow)",,51.412086,-0.650108,9,5698272,663415,30U,
26b3f4fe-d462-417d-8820-f8e0f6d2fe4f,7b8f1c33-c48a-45a9-b8a0-a32b9274729d,2025-10-06T13:26:43.000Z,2025-10-06T16:41:04.000Z,QIII,QIII,9.2,"Quercus robur (Pedunculated Oak)",,51.411789,-0.650476,11,5698238,663391,30U,
ac54d965-c9fd-4874-9196-ba8a98201f9a,c4a07ce0-b096-4d88-be6a-6389a7fcb2a4,2025-10-06T15:35:28.000Z,2025-10-06T16:41:02.000Z,QII,QII,2.8,"Acer sp. (Maple)",,51.412168,-0.650235,12,5698280,663406,30U,
689bf25c-d033-4ea2-9abe-a6efc358cff8,7b8f1c33-c48a-45a9-b8a0-a32b9274729d,2025-10-06T13:25:08.000Z,2025-10-06T16:41:01.000Z,QII,QII,4.6,"Quercus robur (Pedunculated Oak)",,51.411802,-0.650549,11,5698239,663386,30U,
db3591da-673c-4995-a7db-ab83bdd09120,c4a07ce0-b096-4d88-be6a-6389a7fcb2a4,2025-10-06T15:32:21.000Z,2025-10-06T16:40:58.000Z,QI,QI,1.73,"Alnus sp (Alder)",,51.412209,-0.650233,4,5698285,663406,30U,
9a23a2d2-e9d0-4ece-b30c-2e2dae21c350,7b8f1c33-c48a-45a9-b8a0-a32b9274729d,2025-10-06T13:23:23.000Z,2025-10-06T16:40:57.000Z,QI,QI,3,"Quercus robur (Pedunculated Oak)",,51.411795,-0.650582,4,5698238,663384,30U,
7698eb4f-fbc1-41e5-b8f0-54b9ad3717f7,bc1b6a9e-2f16-4c0b-b8d3-1cca91da4cd9,2025-10-06T15:28:09.000Z,2025-10-06T16:40:51.000Z,QIV,QIV,4.74,"Acer sp. (Maple)",,51.412203,-0.650108,6,5698285,663415,30U,
de1b4b87-0786-4f63-a8ca-5634913497c2,bc1b6a9e-2f16-4c0b-b8d3-1cca91da4cd9,2025-10-06T15:26:16.000Z,2025-10-06T16:40:47.000Z,QIII,QIII,9.02,"Alnus sp (Alder)",,51.412162,-0.650045,5,5698280,663420,30U,
63faddd7-e7cd-4a0b-a773-91f18808db2b,bc1b6a9e-2f16-4c0b-b8d3-1cca91da4cd9,2025-10-06T15:24:20.000Z,2025-10-06T16:40:43.000Z,QII,QII,6.6,"Acer sp. (Maple)",,51.412235,-0.650033,5,5698288,663420,30U,
752b1fd3-9a22-407d-94f0-54d666b31b83,190e4573-3da0-447e-b8fa-131ec808a9dd,2025-10-06T13:14:19.000Z,2025-10-06T16:40:42.000Z,QIV,QIV,3.8,"Quercus robur (Pedunculated Oak)",2677,51.411601,-0.650609,10,5698217,663382,30U,
93108b16-6a1b-4ecd-95bf-bbbaef5cb2e9,190e4573-3da0-447e-b8fa-131ec808a9dd,2025-10-06T13:11:42.000Z,2025-10-06T16:40:39.000Z,QIII,QIII,8.15,"Quercus robur (Pedunculated Oak)",,51.411669,-0.650492,5,5698224,663390,30U,
314231e7-f69e-4f5b-907c-409221ddd655,bc1b6a9e-2f16-4c0b-b8d3-1cca91da4cd9,2025-10-06T15:21:27.000Z,2025-10-06T16:40:39.000Z,QI,QI,1.3,"Alnus sp (Alder)",,51.412231,-0.650091,5,5698288,663416,30U,
bbc583c3-2b13-468c-a4c0-6a04d556b9f6,190e4573-3da0-447e-b8fa-131ec808a9dd,2025-10-06T13:09:41.000Z,2025-10-06T16:40:36.000Z,QII,QII,4,"Quercus robur (Pedunculated Oak)",,51.411707,-0.650545,11,5698228,663386,30U,
2b498262-a3f4-46a1-a4f2-dab3c07e567c,190e4573-3da0-447e-b8fa-131ec808a9dd,2025-10-06T13:07:13.000Z,2025-10-06T16:40:32.000Z,QI,QI,8,"Quercus robur (Pedunculated Oak)",,51.411695,-0.650624,5,5698227,663381,30U,
53442cc9-b020-4619-8db9-cc3fb010b250,bdcea3a9-b8a8-4f59-8eda-7817f5a82e21,2025-10-06T15:15:42.000Z,2025-10-06T16:40:32.000Z,QIV,QIV,4.35,"Alnus sp (Alder)",,51.412234,-0.650087,8,5698288,663416,30U,
a8a34350-0940-411e-9584-ba3afd56c5c1,bdcea3a9-b8a8-4f59-8eda-7817f5a82e21,2025-10-06T15:10:21.000Z,2025-10-06T16:40:28.000Z,QIII,QIII,3.9,"Alnus sp (Alder)",,51.41219,-0.649956,10,5698283,663426,30U,
662671e4-3f70-4144-b8ff-bdeecc3c374e,21cc0197-bdd9-48e4-9dc7-7dadbca4f73b,2025-10-06T12:57:41.000Z,2025-10-06T16:40:27.000Z,QIV,QIV,8.3,"Acer pseudoplatanus (Sycamore)",,51.411442,-0.650664,9,5698199,663379,30U,
dc41e85c-f096-40dc-834b-1e377a725387,bdcea3a9-b8a8-4f59-8eda-7817f5a82e21,2025-10-06T15:07:25.000Z,2025-10-06T16:40:24.000Z,QII,QII,2.7,"Alnus sp (Alder)",,51.412224,-0.649932,5,5698287,663427,30U,
1aea5a6b-c696-47a0-bcbc-5ff08fde32ad,bdcea3a9-b8a8-4f59-8eda-7817f5a82e21,2025-10-06T15:04:11.000Z,2025-10-06T16:40:20.000Z,QI,QI,6.15,"Acer sp. (Maple)",,51.412287,-0.649958,11,5698294,663425,30U,
e169d3f2-5ad2-4c83-82b5-5ce686e9f48a,8ab0fd06-efb3-4c67-9340-fd43962c01a6,2025-10-06T14:57:10.000Z,2025-10-06T16:40:13.000Z,QIV,QIV,9.88,"Alnus sp (Alder)",,51.412226,-0.649741,13,5698288,663440,30U,
865bc4d4-c3a6-479f-8234-086534fe7991,21cc0197-bdd9-48e4-9dc7-7dadbca4f73b,2025-10-06T12:53:45.000Z,2025-10-06T16:40:09.000Z,QIII,QIII,2.3,"Betula pendula (Silver Birch)",,51.411499,-0.650499,5,5698205,663390,30U,
4f479081-7e8d-4623-90bf-2a46155c88c6,8ab0fd06-efb3-4c67-9340-fd43962c01a6,2025-10-06T14:52:52.000Z,2025-10-06T16:40:08.000Z,QIII,QIII,4,"Alnus sp (Alder)",,51.412259,-0.649754,14,5698292,663439,30U,
716cba15-88c2-4d25-bc4c-33ae63a06bfb,21cc0197-bdd9-48e4-9dc7-7dadbca4f73b,2025-10-06T12:47:27.000Z,2025-10-06T16:40:05.000Z,QII,QII,3.6,"Acer pseudoplatanus (Sycamore)",,51.411551,-0.650513,6,5698211,663389,30U,
ce7170cd-9879-49cb-8f84-55981ce13108,8ab0fd06-efb3-4c67-9340-fd43962c01a6,2025-10-06T14:49:31.000Z,2025-10-06T16:40:02.000Z,QII,QII,6.67,"Alnus sp (Alder)",,51.41231,-0.649828,7,5698297,663434,30U,
